Gene symbol	Entrez ID	Aliases	Full name
TAC3	6866	HH10, NKB, NKNB, PRO1155, ZNEUROK1	tachykinin 3
TAF1	6872	BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, N-TAF1, NSCL2, OF, P250, TAF2A, TAFII250, XDP	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa
TAF12	6883	TAF2J, TAFII20	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa
TAF1A	9015	MGC:17061, RAFI48, SL1, TAFI48	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa
TAF1B	9014	MGC:9349, RAF1B, RAFI63, SL1, TAFI63	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa
TAF4	6874	TAF2C, TAF2C1, TAF4A, TAFII130, TAFII135	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa
TAF5	6877	TAF2D, TAFII100	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa
TAF7	6879	TAF2F, TAFII55	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa
TAGLN	6876	SM22, SMCC, TAGLN1, WS3-10	transgelin
TAL1	6886	SCL, TCL5, bHLHa17, tal-1	T-cell acute lymphocytic leukemia 1
TALDO1	6888	TAL, TAL-H, TALDOR, TALH	transaldolase 1
TANK	10010	I-TRAF, ITRAF, TRAF2	TRAF family member-associated NFKB activator
TAP1	6890	ABC17, ABCB2, APT1, D6S114E, PSF-1, PSF1, RING4, TAP1*0102N, TAP1N	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
TAP2	6891	ABC18, ABCB3, APT2, D6S217E, PSF-2, PSF2, RING11	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
TAPBP	6892	NGS17, TAPA, TPN, TPSN	TAP binding protein (tapasin)
TBC1D22A	25771	C22orf4, HSC79E021	TBC1 domain family, member 22A
TBL1X	6907	EBI, SMAP55, TBL1	transducin (beta)-like 1X-linked
TBP	6908	GTF2D, GTF2D1, HDL4, SCA17, TFIID	TATA box binding protein
TBPL1	9519	MGC:8389, MGC:9620, STUD, TLF, TLP, TRF2	TBP-like 1
TBR1	10716	TBR-1, TES-56	T-box, brain, 1
TBX20	57057	ASD4	T-box 20
TBX21	30009	T-PET, T-bet, TBET, TBLYM	T-box 21
TBX3	6926	TBX3-ISO, UMS, XHL	T-box 3
TBX4	9496	SPS	T-box 4
TBX5	6910	HOS	T-box 5
TBXA2R	6915	BDPLT13, TXA2-R	thromboxane A2 receptor
TBXAS1	6916	BDPLT14, CYP5, CYP5A1, GHOSAL, THAS, TS, TXAS, TXS	thromboxane A synthase 1 (platelet)
TCEAL1	9338	SIIR, p21, pp21	transcription elongation factor A (SII)-like 1
TCERG1	10915	CA150, TAF2S, Urn1	transcription elongation regulator 1
TCF12	6938	HEB, HTF4, HsT17266, bHLHb20	transcription factor 12
TCF19	6941	SC1, SC1-1	transcription factor 19
TCF21	6943	POD1, bHLHa23	transcription factor 21
TCF3	6929	E2A, E47, ITF1, TCF-3, VDIR, bHLHb21	transcription factor 3
TCF4	6925	E2-2, ITF-2, ITF2, PTHS, SEF-2, SEF2, SEF2-1, SEF2-1A, SEF2-1B, TCF-4, bHLHb19	transcription factor 4
TCF7	6932	TCF-1	transcription factor 7 (T-cell specific, HMG-box)
TCF7L2	6934	TCF-4, TCF4	transcription factor 7-like 2 (T-cell specific, HMG-box)
TCFL5	10732	CHA, E2BP-1, Figlb, bHLHe82	transcription factor-like 5 (basic helix-loop-helix)
TCN2	6948	D22S676, D22S750, II, TC, TC II, TC-2, TC2, TCII	transcobalamin II
TDGF1	6997	CR, CRGF, CRIPTO	teratocarcinoma-derived growth factor 1
TDO2	6999	TDO, TO, TPH2, TRPO	tryptophan 2,3-dioxygenase
TDRD1	56165	CT41.1	tudor domain containing 1
TEAD1	7003	AA, NTEF-1, REF1, TCF-13, TCF13, TEAD-1, TEF-1	TEA domain family member 1 (SV40 transcriptional enhancer factor)
TEAD4	7004	EFTR-2, RTEF1, TCF13L1, TEF-3, TEF3, TEFR-1, hRTEF-1B	TEA domain family member 4
TEC	7006	PSCTK4	tec protein tyrosine kinase
TEK	7010	CD202B, TIE-2, TIE2, VMCM, VMCM1	TEK tyrosine kinase, endothelial
TERF1	7013	PIN2, TRBF1, TRF, TRF1, hTRF1-AS, t-TRF1	telomeric repeat binding factor (NIMA-interacting) 1
TERF2	7014	TRBF2, TRF2	telomeric repeat binding factor 2
TERT	7015	CMM9, DKCA2, DKCB4, EST2, PFBMFT1, TCS1, TP2, TRT, hEST2, hTRT	telomerase reverse transcriptase
TF	7018	PRO1557, PRO2086, TFQTL1	transferrin
TFAM	7019	MTTF1, MTTFA, TCF6, TCF6L1, TCF6L2, TCF6L3	transcription factor A, mitochondrial
TFAP2A	7020	AP-2, AP-2alpha, AP2TF, BOFS, TFAP2	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
TFAP2B	7021	AP-2B, AP2-B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
TFAP2C	7022	AP2-GAMMA, ERF1, TFAP2G, hAP-2g, Ap-2gamma, AP-2gamma	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
TFAP4	7023	AP-4, bHLHc41	transcription factor AP-4 (activating enhancer binding protein 4)
TFCP2	7024	LBP1C, LSF, LSF1D, SEF, TFCP2C	transcription factor CP2
TFCP2L1	29842	CRTR1, LBP-9, LBP9	transcription factor CP2-like 1
TFDP1	7027	DP1, DRTF1, Dp-1, DP-1	transcription factor Dp-1
TFDP3	51270	CT30, DP4, HCA661	transcription factor Dp family, member 3
TFE3	7030	RCCP2, RCCX1, TFEA, bHLHe33	transcription factor binding to IGHM enhancer 3
TFEB	7942	ALPHATFEB, BHLHE35, TCFEB	transcription factor EB
TFF1	7031	BCEI, D21S21, HP1.A, HPS2, pNR-2, pS2	trefoil factor 1
TFF2	7032	SML1, SP	trefoil factor 2
TFF3	7033	ITF, P1B, TFI	trefoil factor 3 (intestinal)
TFPI2	7980	PP5, REF1, TFPI-2	tissue factor pathway inhibitor 2
TFPT	29844	FB1, INO80F, amida	TCF3 (E2A) fusion partner (in childhood Leukemia)
TFRC	7037	CD71, T9, TFR, TFR1, TR, TRFR, p90	transferrin receptor (p90, CD71)
TG	7038	AITD3, TGN	thyroglobulin
TGFA	7039	TFGA	transforming growth factor, alpha
TGFB1	7040	CED, DPD1, LAP, TGFB, TGFbeta	transforming growth factor, beta 1
TGFB1I1	7041	ARA55, HIC-5, HIC5, TSC-5	transforming growth factor beta 1 induced transcript 1
TGFB2	7042	LDS4, TGF-beta2	transforming growth factor, beta 2
TGFB3	7043	ARVD, TGF-beta3	transforming growth factor, beta 3
TGFBI	7045	BIGH3, CDB1, CDG2, CDGG1, CSD, CSD1, CSD2, CSD3, EBMD, LCD1	transforming growth factor, beta-induced, 68kDa
TGFBR1	7046	AAT5, ACVRLK4, ALK-5, ALK5, LDS1A, LDS2A, MSSE, SKR4, TGFR-1	transforming growth factor, beta receptor 1
TGFBR2	7048	AAT3, FAA3, LDS1B, LDS2B, MFS2, RIIC, TAAD2, TGFR-2, TGFbeta-RII	transforming growth factor, beta receptor II (70/80kDa)
TGFBR3	7049	BGCAN, betaglycan	transforming growth factor, beta receptor III
TGIF1	7050	HPE4, TGIF	TGFB-induced factor homeobox 1
TGM4	7047	TGP, hTGP	transglutaminase 4 (prostate)
TH	7054	DYT14, DYT5b, TYH	tyrosine hydroxylase
THBD	7056	AHUS6, BDCA3, CD141, THPH12, THRM, TM	thrombomodulin
THBS1	7057	THBS, THBS-1, TSP, TSP-1, TSP1	thrombospondin 1
THBS2	7058	TSP2	thrombospondin 2
THRA	7067	AR7, CHNG6, EAR7, ERB-T-1, ERBA, ERBA1, NR1A1, THRA1, THRA2, c-ERBA-1	thyroid hormone receptor, alpha
THRB	7068	C-ERBA-2, C-ERBA-BETA, ERBA2, GRTH, NR1A2, PRTH, THR1, THRB1, THRB2	thyroid hormone receptor, beta
THRSP	7069	LPGP1, Lpgp, S14, SPOT14, THRP	thyroid hormone responsive
THY1	7070	CD90	Thy-1 cell surface antigen
TIAL1	7073	TCBP, TIAR	TIA1 cytotoxic granule-associated RNA binding protein-like 1
TICAM1	148022	IIAE6, MyD88-3, PRVTIRB, TICAM-1, TRIF	toll-like receptor adaptor molecule 1
TIMP1	7076	CLGI, EPA, EPO, HCI, TIMP	TIMP metallopeptidase inhibitor 1
TIMP2	7077	CSC-21K	TIMP metallopeptidase inhibitor 2
TIMP3	7078	HSMRK222, K222, K222TA2, SFD	TIMP metallopeptidase inhibitor 3
TINF2	26277	DKCA3, TIN2	TERF1 (TRF1)-interacting nuclear factor 2
TJP1	7082	ZO-1	tight junction protein 1
TK1	7083	TK2	thymidine kinase 1, soluble
TLE1	7088	ESG, ESG1, GRG1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)
TLE3	7090	ESG, ESG3, GRG3, HsT18976	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)
TLR10	81793	CD290	toll-like receptor 10
TLR2	7097	CD282, TIL4	toll-like receptor 2
TLR3	7098	CD283, IIAE2	toll-like receptor 3
TLR4	7099	ARMD10, CD284, TLR-4, TOLL	toll-like receptor 4
TLR6	10333	CD286	toll-like receptor 6
TLR7	51284	TLR7-like	toll-like receptor 7
TLR9	54106	CD289	toll-like receptor 9
TLX1	3195	HOX11, TCL3	T-cell leukemia homeobox 1
TLX2	3196	HOX11L1, NCX	T-cell leukemia homeobox 2
TM4SF1	4071	H-L6, L6, M3S1, TAAL6	transmembrane 4 L six family member 1
TMEM158	25907	BBP, RIS1, p40BBP	transmembrane protein 158 (gene/pseudogene)
TMPO	7112	CMD1T, LAP2, LEMD4, PRO0868, TP	thymopoietin
TMPRSS2	7113	PP9284, PRSS10	transmembrane protease, serine 2
TNC	3371	150-225, GMEM, GP, HXB, JI, TN, TN-C	tenascin C
TNF	7124	DIF, TNF-alpha, TNFA, TNFSF2	tumor necrosis factor
TNFAIP3	7128	A20, OTUD7C, TNFA1P2	tumor necrosis factor, alpha-induced protein 3
TNFAIP6	7130	TSG-6, TSG6	tumor necrosis factor, alpha-induced protein 6
TNFRSF10A	8797	APO2, CD261, DR4, TRAILR-1, TRAILR1	tumor necrosis factor receptor superfamily, member 10a
TNFRSF10B	8795	CD262, DR5, KILLER, KILLER/DR5, TRAIL-R2, TRAILR2, TRICK2, TRICK2A, TRICK2B, TRICKB, ZTNFR9	tumor necrosis factor receptor superfamily, member 10b
TNFRSF11A	8792	CD265, FEO, LOH18CR1, ODFR, OFE, OPTB7, OSTS, PDB2, RANK, TRANCER	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
TNFRSF11B	4982	OCIF, OPG, TR1	tumor necrosis factor receptor superfamily, member 11b
TNFRSF12A	51330	CD266, FN14, TWEAKR	tumor necrosis factor receptor superfamily, member 12A
TNFRSF13C	115650	BAFF-R, BAFFR, BROMIX, CD268, CVID4, prolixin	tumor necrosis factor receptor superfamily, member 13C
TNFRSF17	608	BCM, BCMA, CD269	tumor necrosis factor receptor superfamily, member 17
TNFRSF1B	7133	CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR	tumor necrosis factor receptor superfamily, member 1B
TNFRSF21	27242	BM-018, CD358, DR6	tumor necrosis factor receptor superfamily, member 21
TNFRSF9	3604	4-1BB, CD137, CDw137, ILA	tumor necrosis factor receptor superfamily, member 9
TNFSF10	8743	APO2L, Apo-2L, CD253, TL2, TRAIL	tumor necrosis factor (ligand) superfamily, member 10
TNFSF11	8600	CD254, ODF, OPGL, OPTB2, RANKL, TRANCE, hRANKL2, sOdf	tumor necrosis factor (ligand) superfamily, member 11
TNFSF13B	10673	BAFF, BLYS, CD257, DTL, TALL-1, TALL1, THANK, TNFSF20, ZTNF4	tumor necrosis factor (ligand) superfamily, member 13b
TNFSF14	8740	CD258, HVEML, LIGHT, LTg, TR2	tumor necrosis factor (ligand) superfamily, member 14
TNFSF4	7292	CD134L, CD252, GP34, OX-40L, OX4OL, TXGP1	tumor necrosis factor (ligand) superfamily, member 4
TNIP3	79931	ABIN-3, LIND	TNFAIP3 interacting protein 3
TNNI3	7137	CMD1FF, CMD2A, CMH7, RCM1, TNNC1, cTnI	troponin I type 3 (cardiac)
TNPO1	3842	IPO2, KPNB2, MIP, MIP1, TRN	transportin 1
TOB1	10140	APRO6, PIG49, TOB, TROB, TROB1	transducer of ERBB2, 1
TOMM34	10953	HTOM34P, TOM34, URCC3	translocase of outer mitochondrial membrane 34
TOP1	7150	TOPI	topoisomerase (DNA) I
TOP1MT	116447	DNA topoisomerase I	topoisomerase (DNA) I, mitochondrial
TOP2A	7153	TOP2, TP2A	topoisomerase (DNA) II alpha 170kDa
TOP2B	7155	TOPIIB, top2beta	topoisomerase (DNA) II beta 180kDa
TOP3A	7156	TOP3	topoisomerase (DNA) III alpha
TOPBP1	11073	TOP2BP1	topoisomerase (DNA) II binding protein 1
TP53	7157	BCC7, LFS1, P53, TRP53, Trp53	tumor protein p53
TP53BP1	7158	53BP1, p202	tumor protein p53 binding protein 1
TP53BP2	7159	53BP2, ASPP2, BBP, P53BP2, PPP1R13A	tumor protein p53 binding protein, 2
TP53I3	9540	PIG3	tumor protein p53 inducible protein 3
TP53INP1	94241	SIP, TP53DINP1, TP53INP1A, TP53INP1B, Teap, p53DINP1	tumor protein p53 inducible nuclear protein 1
TP63	8626	AIS, B(p51A), B(p51B), EEC3, KET, LMS, NBP, OFC8, RHS, SHFM4, TP53CP, TP53L, TP73L, p40, p51, p53CP, p63, p73H, p73L	tumor protein p63
TP73	7161	P73	tumor protein p73
TPH1	7166	TPRH, TRPH	tryptophan hydroxylase 1
TPH2	121278	ADHD7, NTPH	tryptophan hydroxylase 2
TPO	7173	MSA, TDH2A, TPX	thyroid peroxidase
TPT1	7178	HRF, TCTP, p02	tumor protein, translationally-controlled 1
TRA	6955	TCRA, TCRD, TRA@	T cell receptor alpha locus
TRAF1	7185	EBI6, MGC:10353	TNF receptor-associated factor 1
TRAF2	7186	MGC:45012, TRAP, TRAP3	TNF receptor-associated factor 2
TRAF6	7189	MGC:3310, RNF85	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
TRB	6957	TCRB, TRB@	T cell receptor beta locus
TRERF1	55809	BCAR2, HSA277276, RAPA, RP1-139D8.5, TReP-132, dJ139D8.5	transcriptional regulating factor 1
TRIB2	28951	C5FW, GS3955, TRB2	tribbles homolog 2 (Drosophila)
TRIB3	57761	C20orf97, NIPK, SINK, SKIP3, TRB3	tribbles homolog 3 (Drosophila)
TRIM16	10626	EBBP	tripartite motif containing 16
TRIM21	6737	RNF81, RO52, SSA, SSA1	tripartite motif containing 21
TRIM22	10346	GPSTAF50, RNF94, STAF50	tripartite motif containing 22
TRIM24	8805	PTC6, RNF82, TF1A, TIF1, TIF1A, TIF1ALPHA, hTIF1	tripartite motif containing 24
TRIM25	7706	EFP, RNF147, Z147, ZNF147	tripartite motif containing 25
TRIM28	10155	KAP1, RNF96, TF1B, TIF1B	tripartite motif containing 28
TRIP6	7205	OIP-1, OIP1, TRIP-6, TRIP6i2, ZRP-1	thyroid hormone receptor interactor 6
TRPC1	7220	HTRP-1, TRP1	transient receptor potential cation channel, subfamily C, member 1
TRPM1	4308	CSNB1C, LTRPC1, MLSN1	transient receptor potential cation channel, subfamily M, member 1
TRPS1	7227	GC79, LGCR	trichorhinophalangeal syndrome I
TRPV6	55503	ABP/ZF, CAT1, CATL, ECAC2, HSA277909, LP6728, ZFAB	transient receptor potential cation channel, subfamily V, member 6
TRRAP	8295	PAF350/400, PAF400, STAF40, TR-AP, Tra1	transformation/transcription domain-associated protein
TSC1	7248	LAM, TSC	tuberous sclerosis 1
TSC2	7249	LAM, TSC4	tuberous sclerosis 2
TSC22D1	8848	Ptg-2, TGFB1I4, TSC22	TSC22 domain family, member 1
TSC22D3	1831	DIP, DSIPI, GILZ, TSC-22R, hDIP	TSC22 domain family, member 3
TSG101	7251	TSG10, VPS23	tumor susceptibility gene 101
TSHB	7252	TSH-B, TSH-BETA	thyroid stimulating hormone, beta
TSHR	7253	CHNG1, LGR3, hTSHR-I	thyroid stimulating hormone receptor
TTF2	8458	HuF2	transcription termination factor, RNA polymerase II
TTK	7272	CT96, ESK, MPH1, MPS1, MPS1L1, PYT	TTK protein kinase
TUBA1B	10376	K-ALPHA-1	tubulin, alpha 1b
TUBB3	10381	CDCBM, CFEOM3A, TUBB4, beta-4	tubulin, beta 3 class III
TWIST1	7291	ACS3, BPES2, BPES3, CRS1, SCS, TWIST, bHLHa38	twist basic helix-loop-helix transcription factor 1
TWIST2	117581	DERMO1, FFDD3, SETLSS, bHLHa39	twist basic helix-loop-helix transcription factor 2
TXN	7295	TRDX, TRX, TRX1	thioredoxin
TXN2	25828	MT-TRX, MTRX, TRX2	thioredoxin 2
TXNIP	10628	EST01027, HHCPA78, THIF, VDUP1	thioredoxin interacting protein
TXNRD1	7296	GRIM-12, TR, TR1, TRXR1, TXNR	thioredoxin reductase 1
TXNRD2	10587	SELZ, TR, TR-BETA, TR3, TRXR2	thioredoxin reductase 2
TYK2	7297	JTK1	tyrosine kinase 2
TYMP	1890	ECGF, ECGF1, MEDPS1, MNGIE, MTDPS1, PDECGF, TP, hPD-ECGF	thymidine phosphorylase
TYMS	7298	HST422, TMS, TS	thymidylate synthetase
TYR	7299	CMM8, OCA1A, OCAIA, SHEP3	tyrosinase
TYRP1	7306	CAS2, CATB, GP75, OCA3, TRP, TRP1, TYRP, b-PROTEIN	tyrosinase-related protein 1
U2AF2	11338	U2AF65	U2 small nuclear RNA auxiliary factor 2
UBA7	7318	D8, UBA1B, UBE1L, UBE2	ubiquitin-like modifier activating enzyme 7
UBB	7314	RPS27A, UBA52, UBC	ubiquitin B
UBC	7316	HMG20	ubiquitin C
UBE2C	11065	UBCH10, dJ447F3.2	ubiquitin-conjugating enzyme E2C
UBE2D3	7323	E2(17)KB3, UBC4/5, UBCH5C	ubiquitin-conjugating enzyme E2D 3
UBE2I	7329	C358B7.1, P18, UBC9	ubiquitin-conjugating enzyme E2I
UBE2S	27338	E2-EPF, E2EPF, EPF5	ubiquitin-conjugating enzyme E2S
UBE4B	10277	E4, HDNB1, UBOX3, UFD2, UFD2A	ubiquitination factor E4B
UBP1	7342	LBP-1B, LBP-1a, LBP1A, LBP1B	upstream binding protein 1 (LBP-1a)
UBTF	7343	NOR-90, UBF, UBF-1, UBF1	upstream binding transcription factor, RNA polymerase I
UCN	7349	UI, UROC	urocortin
UCP1	7350	SLC25A7, UCP	uncoupling protein 1 (mitochondrial, proton carrier)
UCP2	7351	BMIQ4, SLC25A8, UCPH	uncoupling protein 2 (mitochondrial, proton carrier)
UGCG	7357	GCS, GLCT1	UDP-glucose ceramide glucosyltransferase
UGDH	7358	GDH, UDP-GlcDH, UDPGDH, UGD	UDP-glucose 6-dehydrogenase
UGT1A1	54658	BILIQTL1, GNT1, HUG-BR1, UDPGT, UDPGT 1-1, UGT1, UGT1A	UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A10	54575	UDPGT, UGT-1J, UGT1-10, UGT1.10, UGT1J	UDP glucuronosyltransferase 1 family, polypeptide A10
UGT1A4	54657	HUG-BR2, UDPGT, UDPGT 1-4, UGT-1D, UGT1-04, UGT1.4, UGT1D	UDP glucuronosyltransferase 1 family, polypeptide A4
UGT1A6	54578	GNT1, HLUGP, HLUGP1, UDPGT, UDPGT 1-6, UGT1, UGT1A6S, UGT1F	UDP glucuronosyltransferase 1 family, polypeptide A6
UGT1A7	54577	UDPGT, UDPGT 1-7, UGT-1G, UGT1-07, UGT1.7, UGT1G	UDP glucuronosyltransferase 1 family, polypeptide A7
UGT1A8	54576	UDPGT, UDPGT 1-8, UGT-1H, UGT1-08, UGT1.8, UGT1A8S, UGT1H	UDP glucuronosyltransferase 1 family, polypeptide A8
UGT1A9	54600	HLUGP4, LUGP4, UDPGT, UDPGT 1-9, UGT-1I, UGT1-09, UGT1-9, UGT1.9, UGT1AI, UGT1I	UDP glucuronosyltransferase 1 family, polypeptide A9
UGT2B15	7366	HLUG4, UDPGT 2B8, UDPGT2B15, UDPGTH3, UGT2B8	UDP glucuronosyltransferase 2 family, polypeptide B15
UGT2B17	7367	UDPGT2B17	UDP glucuronosyltransferase 2 family, polypeptide B17
UGT2B4	7363	HLUG25, UDPGT2B4, UDPGTH1, UGT2B11	UDP glucuronosyltransferase 2 family, polypeptide B4
UGT2B7	7364	UDPGT 2B9, UDPGT2B7, UDPGTH2, UGT2B9	UDP glucuronosyltransferase 2 family, polypeptide B7
UHRF1	29128	ICBP90, Np95, RNF106, hNP95, hUHRF1	ubiquitin-like with PHD and ring finger domains 1
UHRF1BP1	54887	C6orf107, ICBP90, dJ349A12.1	UHRF1 binding protein 1
ULBP1	80329	RAET1I	UL16 binding protein 1
ULK1	8408	ATG1, ATG1A, UNC51, Unc51.1, hATG1	unc-51-like kinase 1 (C. elegans)
UMOD	7369	ADMCKD2, FJHN, HNFJ, HNFJ1, MCKD2, THGP, THP	uromodulin
UPF1	5976	HUPF1, NORF1, RENT1, pNORF1, smg-2	UPF1 regulator of nonsense transcripts homolog (yeast)
UPF2	26019	HUPF2, RENT2, smg-3	UPF2 regulator of nonsense transcripts homolog (yeast)
UPF3B	65109	HUPF3B, MRXS14, RENT3B, UPF3X	UPF3 regulator of nonsense transcripts homolog B (yeast)
UPP1	7378	UDRPASE, UP, UPASE, UPP	uridine phosphorylase 1
URI1	8725	C19orf2, NNX3, PPP1R19, RMP, URI	URI1, prefoldin-like chaperone
USF1	7391	FCHL, FCHL1, HYPLIP1, MLTF, MLTFI, UEF, bHLHb11, Usf1	upstream transcription factor 1
USF2	7392	FIP, bHLHb12, Usf2	upstream transcription factor 2, c-fos interacting
USP21	27005	USP16, USP23	ubiquitin specific peptidase 21
USP7	7874	HAUSP, TEF1	ubiquitin specific peptidase 7 (herpes virus-associated)
UTRN	7402	DMDL, DRP, DRP1	utrophin
UXT	8409	ART-27, STAP1	ubiquitously-expressed, prefoldin-like chaperone
VAMP2	6844	SYB2, VAMP-2	vesicle-associated membrane protein 2 (synaptobrevin 2)
VCAM1	7412	CD106, INCAM-100	vascular cell adhesion molecule 1
VCAN	1462	CSPG2, ERVR, GHAP, PG-M, WGN, WGN1	versican
VCP	7415	ALS14, IBMPFD, TERA, p97	valosin containing protein
VDR	7421	NR1I1	vitamin D (1,25- dihydroxyvitamin D3) receptor
VEGFA	7422	MVCD1, VEGF, VPF	vascular endothelial growth factor A
VEGFB	7423	VEGFL, VRF	vascular endothelial growth factor B
VEGFC	7424	Flt4-L, VRP	vascular endothelial growth factor C
VEZF1	7716	DB1, ZNF161	vascular endothelial zinc finger 1
VHL	7428	HRCA1, RCA1, VHL1, pVHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase
VIP	7432	PHM27	vasoactive intestinal peptide
VLDLR	7436	CARMQ1, CHRMQ1, VLDLRCH	very low density lipoprotein receptor
VMP1	81671	EPG3, TANGO5, TMEM49	vacuole membrane protein 1
VSX2	338917	CHX10, HOX10, MCOP2, MCOPCB3, RET1	visual system homeobox 2
VWF	7450	F8VWF, VWD	von Willebrand factor
WAS	7454	IMD2, SCNX, THC, THC1, WASP	Wiskott-Aldrich syndrome
WASF2	10163	IMD2, SCAR2, WASF4, WAVE2, dJ393P12.2	WAS protein family, member 2
WASF3	10810	Brush-1, SCAR3, WAVE3	WAS protein family, member 3
WBP1	23559	WBP-1	WW domain binding protein 1
WDFY4	57705	C10orf64	WDFY family member 4
WDR5	11091	BIG-3, SWD3	WD repeat domain 5
WEE1	7465	WEE1A, WEE1hu	WEE1 homolog (S. pombe)
WFDC2	10406	EDDM4, HE4, WAP5, dJ461P17.6	WAP four-disulfide core domain 2
WFS1	7466	WFRS, WFS, WFSL	Wolfram syndrome 1 (wolframin)
WHSC1	7468	MMSET, NSD2, REIIBP, TRX5, WHS	Wolf-Hirschhorn syndrome candidate 1
WIF1	11197	WIF-1	WNT inhibitory factor 1
WISP2	8839	CCN5, CT58, CTGF-L	WNT1 inducible signaling pathway protein 2
WNT11	7481	HWNT11	wingless-type MMTV integration site family, member 11
WNT2	7472	INT1L1, IRP	wingless-type MMTV integration site family member 2
WNT2B	7482	WNT13, XWNT2	wingless-type MMTV integration site family, member 2B
WNT4	54361	SERKAL, WNT-4	wingless-type MMTV integration site family, member 4
WNT5A	7474	hWNT5A	wingless-type MMTV integration site family, member 5A
WRN	7486	RECQ3, RECQL2, RECQL3	Werner syndrome, RecQ helicase-like
WT1	7490	AWT1, EWS-WT1, GUD, NPHS4, WAGR, WIT-2, WT33	Wilms tumor 1
WWOX	51741	D16S432E, FOR, FRA16D, HHCMA56, PRO0128, SDR41C1, WOX1	WW domain containing oxidoreductase
WWP1	11059	AIP5, Tiul1, hSDRP1	WW domain containing E3 ubiquitin protein ligase 1
WWTR1	25937	TAZ	WW domain containing transcription regulator 1
XAF1	54739	BIRC4BP, HSXIAPAF1, XIAPAF1	XIAP associated factor 1
XBP1	7494	TREB5, XBP-1, XBP2	X-box binding protein 1
XIAP	331	API3, BIRC4, IAP-3, ILP1, MIHA, XLP2, hIAP-3, hIAP3	X-linked inhibitor of apoptosis
XPA	7507	XP1, XPAC	xeroderma pigmentosum, complementation group A
XPC	7508	RAD4, XP3, XPCC	xeroderma pigmentosum, complementation group C
XPO1	7514	CRM1, emb, exp1	exportin 1 (CRM1 homolog, yeast)
XRCC1	7515	RCC	X-ray repair complementing defective repair in Chinese hamster cells 1
XRCC5	7520	KARP-1, KARP1, KU80, KUB2, Ku86, NFIV	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)
XRCC6	2547	CTC75, CTCBF, G22P1, KU70, ML8, TLAA	X-ray repair complementing defective repair in Chinese hamster cells 6
YBX1	4904	BP-8, CSDA2, CSDB, DBPB, MDR-NF1, NSEP-1, NSEP1, YB-1, YB1	Y box binding protein 1
YEATS4	8089	4930573H17Rik, B230215M10Rik, GAS41, NUBI-1, YAF9	YEATS domain containing 4
YES1	7525	HsT441, P61-YES, Yes, c-yes	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1
YWHAQ	10971	14-3-3, 1C5, HS1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
YY1	7528	DELTA, INO80S, NF-E1, UCRBP, YIN-YANG-1	YY1 transcription factor
ZAP70	7535	SRK, STCD, STD, TZK, ZAP-70	zeta-chain (TCR) associated protein kinase 70kDa
ZBTB14	7541	ZF5, ZFP-161, ZFP-5, ZFP161, ZNF478	zinc finger and BTB domain containing 14
ZBTB16	7704	PLZF, ZNF145	zinc finger and BTB domain containing 16
ZBTB17	7709	MIZ-1, ZNF151, ZNF60, pHZ-67	zinc finger and BTB domain containing 17
ZBTB2	57621	ZNF437	zinc finger and BTB domain containing 2
ZBTB32	27033	FAXF, FAZF, Rog, TZFP, ZNF538	zinc finger and BTB domain containing 32
ZBTB4	57659	KAISO-L1, ZNF903	zinc finger and BTB domain containing 4
ZBTB7A	51341	FBI-1, FBI1, LRF, ZBTB7, ZNF857A, pokemon	zinc finger and BTB domain containing 7A
